occ_code,title,JobFamily,major_group_title,observed_exposure,salary_pct,forecast_risk,auto_prob,job_zone_norm,urgency_score,retraining_label
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Construction and Extraction,Construction and Extraction Occupations,0.0,0.1636904761904762,0.3861607142857143,0.57,0.4,0.30054017857142856,Low
47-3016,Helpers--Roofers,Construction and Extraction,Construction and Extraction Occupations,0.0,0.15029761904761904,0.8147321428571428,0.72,0.4,0.4376830357142857,Medium
47-4011,Construction and Building Inspectors,Construction and Extraction,Construction and Extraction Occupations,0.0481,0.6651785714285714,0.2611607142857143,0.63,0.6,0.2705301785714286,Low
47-4021,Elevator and Escalator Installers and Repairers,Construction and Extraction,Construction and Extraction Occupations,0.0,0.84375,0.6130952380952381,0.39,0.6,0.29127380952380955,Low
47-4031,Fence Erectors,Construction and Extraction,Construction and Extraction Occupations,0.0,0.2425595238095238,0.5714285714285714,0.92,0.4,0.4168571428571428,Medium
47-4041,Hazardous Materials Removal Workers,Construction and Extraction,Construction and Extraction Occupations,0.0,0.40922619047619047,0.46502976190476186,0.53,0.6,0.2822574404761905,Low
47-4051,Highway Maintenance Workers,Construction and Extraction,Construction and Extraction Occupations,0.0,0.3586309523809524,0.2321428571428571,0.87,0.4,0.3220357142857143,Low
47-4061,Rail-Track Laying and Maintenance Equipment Operators,Construction and Extraction,Construction and Extraction Occupations,0.0,0.6309523809523809,0.7864583333333334,0.89,0.4,0.4646145833333334,Medium
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,Construction and Extraction,Construction and Extraction Occupations,0.0,0.33482142857142855,0.5818452380952381,0.83,0.2,0.43146130952380957,Medium
47-5011,"Derrick Operators, Oil and Gas",Construction and Extraction,Construction and Extraction Occupations,0.0,0.46130952380952384,0.7269345238095238,0.8,0.2,0.46173363095238096,Medium
47-5012,"Rotary Drill Operators, Oil and Gas",Construction and Extraction,Construction and Extraction Occupations,0.0,0.5803571428571429,0.6279761904761905,0.53,0.4,0.3529940476190476,Medium
47-5013,"Service Unit Operators, Oil and Gas",Construction and Extraction,Construction and Extraction Occupations,0.0,0.4947916666666667,0.39880952380952384,0.93,0.4,0.37570238095238095,Medium
47-5041,Continuous Mining Machine Operators,Construction and Extraction,Construction and Extraction Occupations,0.0,0.59375,0.7477678571428572,0.54,0.4,0.38494196428571426,Medium
47-5051,"Rock Splitters, Quarry",Construction and Extraction,Construction and Extraction Occupations,0.0,0.23883928571428573,0.9159226190476191,0.96,0.2,0.5409806547619047,Medium
47-5071,"Roustabouts, Oil and Gas",Construction and Extraction,Construction and Extraction Occupations,0.0,0.2931547619047619,0.38988095238095233,0.68,0.2,0.3534702380952381,Medium
47-5081,Helpers--Extraction Workers,Construction and Extraction,Construction and Extraction Occupations,0.0,0.2708333333333333,0.671875,0.37,0.4,0.33196875000000003,Medium
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.1015,0.7440476190476191,0.11458333333333337,0.003,0.6,0.12984583333333333,Low
49-2011,"Computer, Automated Teller, and Office Machine Repairers","Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.1067,0.31919642857142855,0.32068452380952384,0.74,0.6,0.33085113095238095,Medium
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers","Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.5982142857142857,0.7864583333333334,-0.01,0.6,0.2546145833333333,Low
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0333,0.6190476190476191,0.1964285714285714,0.36,0.6,0.19442714285714285,Low
49-2091,Avionics Technicians,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.7261904761904762,0.8013392857142857,0.7,0.6,0.4003348214285714,Medium
49-2092,"Electric Motor, Power Tool, and Related Repairers","Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.4181547619047619,0.7477678571428572,0.76,0.6,0.3989419642857143,Medium
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment","Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.6755952380952381,0.8668154761904762,0.91,0.6,0.45870386904761906,Medium
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment","Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.6428571428571429,0.5052083333333333,-0.01,0.6,0.1843020833333333,Low
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.8482142857142857,0.7269345238095238,-0.01,0.6,0.23973363095238095,Low
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles","Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.2544642857142857,0.8958333333333334,0.61,0.6,0.40595833333333337,Medium
49-2097,Audiovisual Equipment Installers and Repairers,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.3072916666666667,0.6205357142857143,0.65,0.6,0.3451339285714286,Medium
49-2098,Security and Fire Alarm Systems Installers,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0303,0.4806547619047619,0.359375,0.82,0.6,0.32596375,Low
49-3011,Aircraft Mechanics and Service Technicians,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.7098214285714286,0.32514880952380953,0.71,0.6,0.2832872023809524,Low
49-3021,Automotive Body and Related Repairers,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.41517857142857145,0.25520833333333337,0.91,0.4,0.3358020833333334,Medium
49-3022,Automotive Glass Installers and Repairers,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.22172619047619047,0.7269345238095238,0.55,0.4,0.381733630952381,Medium
49-3023,Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.3898809523809524,0.07068452380952384,-0.01,0.6,0.07567113095238095,Low
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.4836309523809524,0.17559523809523814,0.73,0.6,0.24989880952380952,Low
49-3041,Farm Equipment Mechanics and Service Technicians,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.3869047619047619,0.5327380952380952,0.75,0.6,0.34318452380952386,Medium
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines","Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.5491071428571429,0.2611607142857143,0.4,0.6,0.2052901785714286,Low
49-3043,Rail Car Repairers,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.6235119047619048,0.671875,0.88,0.4,0.43396875,Medium
49-3051,Motorboat Mechanics and Service Technicians,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.37351190476190477,0.6614583333333333,0.66,0.6,0.3573645833333333,Medium
49-3052,Motorcycle Mechanics,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.2767857142857143,0.7477678571428572,0.79,0.6,0.40494196428571433,Medium
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.25148809523809523,0.5900297619047619,0.93,0.4,0.4235074404761905,Medium
49-3091,Bicycle Repairers,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.12053571428571429,0.8013392857142857,0.94,0.4,0.4783348214285714,Medium
49-3092,Recreational Vehicle Service Technicians,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.3072916666666667,0.7380952380952381,0.59,0.4,0.3925238095238095,Medium
49-3093,Tire Repairers and Changers,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.09970238095238096,0.33854166666666663,0.7,0.4,0.3146354166666666,Low
49-9011,Mechanical Door Repairers,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.3958333333333333,0.7038690476190477,0.91,0.4,0.4479672619047619,Medium
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door","Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.6175595238095238,0.5461309523809523,0.63,0.6,0.3225327380952381,Low
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0191,0.4880952380952381,0.125,-0.01,0.6,0.09689,Low
49-9031,Home Appliance Repairers,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.34226190476190477,0.5647321428571428,0.72,0.4,0.3751830357142857,Medium
49-9041,Industrial Machinery Mechanics,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0239,0.5550595238095238,0.14583333333333337,0.67,0.6,0.24001833333333333,Low
49-9043,"Maintenance Workers, Machinery","Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.47767857142857145,0.4174107142857143,0.86,0.6,0.3363526785714286,Medium
49-9044,Millwrights,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.6011904761904762,0.5572916666666667,0.59,0.4,0.3473229166666667,Medium
49-9045,"Refractory Materials Repairers, Except Brickmasons","Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.5505952380952381,0.9962797619047619,0.82,0.4,0.5030699404761905,Medium
49-9051,Electrical Power-Line Installers and Repairers,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.7767857142857143,0.33854166666666663,0.1,0.6,0.16463541666666665,Low
49-9052,Telecommunications Line Installers and Repairers,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.6488095238095238,0.29836309523809523,0.49,0.4,0.2625907738095238,Low
49-9061,Camera and Photographic Equipment Repairers,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0412,0.3854166666666667,0.9553571428571429,0.97,0.6,0.5093192857142858,Medium
49-9062,Medical Equipment Repairers,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.5148809523809523,0.48288690476190477,0.27,0.6,0.2347217261904762,Low
49-9063,Musical Instrument Repairers and Tuners,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.26860119047619047,0.8958333333333334,0.91,0.6,0.46595833333333336,Medium
49-9064,Watch and Clock Repairers,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.36755952380952384,0.9836309523809523,0.99,0.6,0.5039077380952381,Medium
49-9071,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.31547619047619047,0.03273809523809523,0.64,0.6,0.1961845238095238,Low
49-9081,Wind Turbine Service Technicians,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.5907738095238095,0.8244047619047619,-0.01,0.6,0.26410119047619046,Low
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers","Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.23363095238095238,0.5647321428571428,0.94,0.4,0.4191830357142857,Medium
49-9092,Commercial Divers,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.5133928571428571,0.9389880952380952,0.18,0.6,0.3307470238095238,Medium
49-9094,Locksmiths and Safe Repairers,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.40476190476190477,0.7269345238095238,0.77,0.4,0.4257336309523809,Medium
49-9095,Manufactured Building and Mobile Home Installers,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.18154761904761904,0.9836309523809523,0.18,0.4,0.371907738095238,Medium
49-9096,Riggers,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.5349702380952381,0.7038690476190477,0.89,0.4,0.4439672619047619,Medium
49-9097,Signal and Track Switch Repairers,"Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.7708333333333334,0.8794642857142857,0.9,0.6,0.45986607142857144,Medium
49-9098,"Helpers--Installation, Maintenance, and Repair Workers","Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.13467261904761904,0.27380952380952384,0.79,0.4,0.316452380952381,Low
49-9099,"Installation, Maintenance, and Repair Workers, All Other","Installation, Maintenance, and Repair","Installation, Maintenance, and Repair Occupations",0.0,0.34523809523809523,0.21279761904761907,0.5,0.6,0.21319940476190477,Low
51-1011,First-Line Supervisors of Production and Operating Workers,Production,Production Occupations,0.0,0.6785714285714286,0.0803571428571429,0.016,0.4,0.11328928571428573,Low
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Production,Production Occupations,0.0494,0.5699404761904762,0.6815476190476191,0.79,0.4,0.43814690476190477,Medium
51-2021,"Coil Winders, Tapers, and Finishers",Production,Production Occupations,0.0,0.2261904761904762,0.8668154761904762,0.73,0.4,0.45270386904761906,Medium
51-2031,Engine and Other Machine Assemblers,Production,Production Occupations,0.0,0.44494047619047616,0.5520833333333333,0.82,0.4,0.39202083333333326,Medium
51-2041,Structural Metal Fabricators and Fitters,Production,Production Occupations,0.0,0.34375,0.46502976190476186,0.41,0.6,0.2582574404761905,Low
51-3011,Bakers,Production,Production Occupations,0.0,0.07738095238095238,0.1785714285714286,0.89,0.4,0.31264285714285717,Low
51-3021,Butchers and Meat Cutters,Production,Production Occupations,0.0,0.17559523809523808,0.2410714285714286,0.93,0.4,0.3362678571428572,Medium
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Production,Production Occupations,0.0,0.08482142857142858,0.21577380952380953,0.94,0.2,0.3619434523809524,Medium
51-3023,Slaughterers and Meat Packers,Production,Production Occupations,0.0,0.10639880952380952,0.37351190476190477,0.6,0.4,0.3033779761904762,Low
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Production,Production Occupations,0.0,0.16071428571428573,0.6421130952380952,-0.01,0.4,0.2485282738095238,Low
51-3092,Food Batchmakers,Production,Production Occupations,0.0,0.14136904761904762,0.19047619047619047,0.7,0.4,0.2776190476190476,Low
51-3093,Food Cooking Machine Operators and Tenders,Production,Production Occupations,0.0,0.14732142857142858,0.4933035714285714,0.61,0.4,0.33532589285714287,Medium
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Production,Production Occupations,0.0,0.24702380952380953,0.40625,0.91,0.4,0.3735625,Medium
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Production,Production Occupations,0.0,0.3318452380952381,0.8348214285714286,0.93,0.4,0.4847053571428571,Medium
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Production,Production Occupations,0.0,0.3229166666666667,0.7269345238095238,0.83,0.4,0.43773363095238094,Medium
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Production,Production Occupations,0.0,0.22916666666666666,0.2299107142857143,0.78,0.4,0.3034776785714286,Low
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production,Production Occupations,0.0,0.3020833333333333,0.8794642857142857,-0.01,0.4,0.3078660714285714,Low
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production,Production Occupations,0.0,0.24404761904761904,0.44047619047619047,-0.01,0.4,0.1981190476190476,Low
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production,Production Occupations,0.0,0.3392857142857143,0.6495535714285714,0.84,0.4,0.4203883928571428,Medium
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Production,Production Occupations,0.0,0.43005952380952384,0.8147321428571428,-0.01,0.4,0.29168303571428567,Low
51-4041,Machinists,Production,Production Occupations,0.0,0.43154761904761907,0.1294642857142857,0.65,0.6,0.22236607142857143,Low
51-4051,Metal-Refining Furnace Operators and Tenders,Production,Production Occupations,0.0,0.39955357142857145,0.7380952380952381,0.88,0.4,0.45052380952380955,Medium
51-4052,"Pourers and Casters, Metal",Production,Production Occupations,0.0,0.2976190476190476,0.9159226190476191,0.87,0.4,0.4929806547619048,Medium
51-4061,"Model Makers, Metal and Plastic",Production,Production Occupations,0.0,0.6205357142857143,0.9389880952380952,0.93,0.6,0.48074702380952383,Medium
51-4062,"Patternmakers, Metal and Plastic",Production,Production Occupations,0.0,0.4583333333333333,0.9836309523809523,0.9,0.6,0.4859077380952381,Medium
51-4071,Foundry Mold and Coremakers,Production,Production Occupations,0.0,0.25297619047619047,0.8244047619047619,0.67,0.4,0.43010119047619044,Medium
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Production,Production Occupations,0.0,0.17410714285714285,0.26636904761904767,-0.01,0.4,0.1545922619047619,Low
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production,Production Occupations,0.0,0.25,0.28050595238095233,-0.01,0.4,0.15812648809523808,Low
51-4111,Tool and Die Makers,Production,Production Occupations,0.0,0.5625,0.45833333333333337,0.84,0.6,0.34258333333333335,Medium
51-4121,"Welders, Cutters, Solderers, and Brazers",Production,Production Occupations,0.0,0.4017857142857143,0.10788690476190477,-0.01,0.4,0.11497172619047619,Low
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Production,Production Occupations,0.0,0.2961309523809524,0.5974702380952381,-0.01,0.4,0.23736755952380953,Low
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Production,Production Occupations,0.0,0.2916666666666667,0.7730654761904762,-0.01,0.4,0.28126636904761904,Low
51-4192,"Layout Workers, Metal and Plastic",Production,Production Occupations,0.0,0.49702380952380953,0.8958333333333334,0.84,0.4,0.4819583333333334,Medium
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Production,Production Occupations,0.0,0.1875,0.6063988095238095,-0.01,0.4,0.23959970238095238,Low
51-4194,"Tool Grinders, Filers, and Sharpeners",Production,Production Occupations,0.0,0.30505952380952384,0.8348214285714286,0.88,0.4,0.4747053571428571,Medium
51-5111,Prepress Technicians and Workers,Production,Production Occupations,0.1018,0.3794642857142857,0.6614583333333333,0.97,0.6,0.4600845833333333,Medium
51-5112,Printing Press Operators,Production,Production Occupations,0.0,0.2648809523809524,0.2611607142857143,0.83,0.6,0.2912901785714286,Low
51-5113,Print Binding and Finishing Workers,Production,Production Occupations,0.0,0.19940476190476192,0.5126488095238095,0.95,0.4,0.40816220238095235,Medium
51-6011,Laundry and Dry-Cleaning Workers,Production,Production Occupations,0.0,0.025297619047619048,0.1741071428571429,0.71,0.2,0.3055267857142857,Low
51-6021,"Pressers, Textile, Garment, and Related Materials",Production,Production Occupations,0.0,0.02976190476190476,0.6205357142857143,0.81,0.2,0.43713392857142863,Medium
51-6031,Sewing Machine Operators,Production,Production Occupations,0.0,0.0625,0.28943452380952384,0.89,0.2,0.370358630952381,Medium
51-6041,Shoe and Leather Workers and Repairers,Production,Production Occupations,0.0,0.11607142857142858,0.8147321428571428,0.52,0.4,0.39768303571428565,Medium
51-6042,Shoe Machine Operators and Tenders,Production,Production Occupations,0.0,0.15476190476190477,0.9389880952380952,0.97,0.4,0.5187470238095238,Medium
51-6051,"Sewers, Hand",Production,Production Occupations,0.0,0.11160714285714286,0.8668154761904762,0.99,0.4,0.504703869047619,Medium
51-6052,"Tailors, Dressmakers, and Custom Sewers",Production,Production Occupations,0.0342,0.16517857142857142,0.5714285714285714,0.84,0.6,0.38453714285714286,Medium
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,Production,Production Occupations,0.0211,0.11458333333333333,0.8668154761904762,0.97,0.4,0.509143869047619,Medium
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",Production,Production Occupations,0.0152,0.10416666666666667,0.8668154761904762,0.95,0.4,0.5027838690476191,Medium
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Production,Production Occupations,0.032,0.12648809523809523,0.7604166666666666,0.73,0.4,0.43890416666666665,Medium
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Production,Production Occupations,0.0,0.11755952380952381,0.6934523809523809,-0.01,0.4,0.2613630952380952,Low
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Production,Production Occupations,0.0,0.22321428571428573,0.7038690476190477,-0.01,0.4,0.26396726190476194,Low
51-6092,Fabric and Apparel Patternmakers,Production,Production Occupations,0.0,0.38392857142857145,0.9270833333333334,0.005,0.6,0.2927708333333333,Low
51-6093,Upholsterers,Production,Production Occupations,0.0,0.23139880952380953,0.5818452380952381,0.39,0.4,0.3134613095238096,Low
51-7011,Cabinetmakers and Bench Carpenters,Production,Production Occupations,0.0,0.23660714285714285,0.31845238095238093,0.92,0.4,0.35361309523809525,Medium
51-7021,Furniture Finishers,Production,Production Occupations,0.0,0.1800595238095238,0.6934523809523809,0.87,0.4,0.43736309523809525,Medium
51-7031,"Model Makers, Wood",Production,Production Occupations,0.0,0.5669642857142857,0.9836309523809523,0.96,0.6,0.4979077380952381,Medium
51-7032,"Patternmakers, Wood",Production,Production Occupations,0.0301,0.6845238095238095,0.9836309523809523,0.91,0.6,0.4999477380952381,Medium
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",Production,Production Occupations,0.0,0.13690476190476192,0.4754464285714286,0.86,0.4,0.3808616071428571,Medium
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Production,Production Occupations,0.0,0.14285714285714285,0.34672619047619047,0.97,0.4,0.3706815476190476,Medium
51-8011,Nuclear Power Reactor Operators,Production,Production Occupations,0.0,0.9151785714285714,0.9389880952380952,0.95,0.6,0.4847470238095238,Medium
51-8012,Power Distributors and Dispatchers,Production,Production Occupations,0.0,0.8779761904761905,0.8668154761904762,0.64,0.6,0.40470386904761907,Medium
51-8013,Power Plant Operators,Production,Production Occupations,0.0257,0.8407738095238095,0.6391369047619048,0.85,0.4,0.43006422619047624,Medium
51-8021,Stationary Engineers and Boiler Operators,Production,Production Occupations,0.0,0.6800595238095238,0.5974702380952381,0.89,0.6,0.3873675595238096,Medium
51-8031,Water and Wastewater Treatment Plant and System Operators,Production,Production Occupations,0.0,0.47470238095238093,0.35565476190476186,0.61,0.6,0.27091369047619046,Low
51-8091,Chemical Plant and System Operators,Production,Production Occupations,0.0,0.6934523809523809,0.6495535714285714,0.85,0.4,0.4223883928571428,Medium
51-8092,Gas Plant Operators,Production,Production Occupations,0.0723,0.7782738095238095,0.8013392857142857,0.78,0.6,0.4452548214285715,Medium
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Production,Production Occupations,0.0405,0.7752976190476191,0.5647321428571428,0.71,0.4,0.3893830357142857,Medium
51-8099,"Plant and System Operators, All Other",Production,Production Occupations,0.0,0.6339285714285714,0.8147321428571428,-0.01,0.4,0.29168303571428567,Low
51-9011,Chemical Equipment Operators and Tenders,Production,Production Occupations,0.0,0.5104166666666666,0.39360119047619047,0.76,0.4,0.34040029761904766,Medium
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Production,Production Occupations,0.0,0.39211309523809523,0.47916666666666663,-0.01,0.4,0.20779166666666665,Low
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Production,Production Occupations,0.0425,0.27232142857142855,0.6130952380952381,-0.01,0.4,0.2582738095238095,Low
51-9022,"Grinding and Polishing Workers, Hand",Production,Production Occupations,0.0,0.13839285714285715,0.671875,0.97,0.2,0.48196875,Medium
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",Production,Production Occupations,0.0,0.28125,0.27604166666666663,0.83,0.4,0.32501041666666663,Low
51-9031,"Cutters and Trimmers, Hand",Production,Production Occupations,0.0,0.13095238095238096,0.8958333333333334,0.64,0.2,0.47195833333333337,Medium
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",Production,Production Occupations,0.0321,0.23511904761904762,0.44494047619047616,0.86,0.4,0.38607511904761904,Medium
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Production,Production Occupations,0.0,0.24553571428571427,0.43229166666666663,-0.01,0.4,0.19607291666666665,Low
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Production,Production Occupations,0.0,0.33779761904761907,0.6934523809523809,0.37,0.4,0.33736309523809527,Medium
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,Production Occupations,0.0324,0.31398809523809523,0.0982142857142857,0.98,0.4,0.3235135714285714,Low
51-9071,Jewelers and Precious Stone and Metal Workers,Production,Production Occupations,0.0,0.34970238095238093,0.5572916666666667,-0.01,0.6,0.19732291666666668,Low
51-9081,Dental Laboratory Technicians,Production,Production Occupations,0.0,0.38095238095238093,0.5230654761904762,0.97,0.4,0.414766369047619,Medium
51-9082,Medical Appliance Technicians,Production,Production Occupations,0.0,0.34077380952380953,0.7135416666666667,0.45,0.6,0.3283854166666667,Low
51-9083,Ophthalmic Laboratory Technicians,Production,Production Occupations,0.0,0.17857142857142858,0.5751488095238095,0.97,0.4,0.42778720238095236,Medium
51-9111,Packaging and Filling Machine Operators and Tenders,Production,Production Occupations,0.0,0.1488095238095238,0.11755952380952384,0.98,0.4,0.31538988095238096,Low
51-9123,"Painting, Coating, and Decorating Workers",Production,Production Occupations,0.0,0.16666666666666666,0.8147321428571428,0.92,0.2,0.5076830357142857,Medium
51-9141,Semiconductor Processing Technicians,Production,Production Occupations,0.0,0.28720238095238093,0.6495535714285714,0.88,0.4,0.4283883928571428,Medium
51-9151,Photographic Process Workers and Processing Machine Operators,Production,Production Occupations,0.0108,0.12797619047619047,0.7380952380952381,0.99,0.4,0.47684380952380956,Medium
51-9191,Adhesive Bonding Machine Operators and Tenders,Production,Production Occupations,0.0,0.21577380952380953,0.7269345238095238,0.95,0.4,0.46173363095238096,Medium
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Production,Production Occupations,0.0,0.15922619047619047,0.6495535714285714,-0.01,0.4,0.25038839285714287,Low
51-9193,Cooling and Freezing Equipment Operators and Tenders,Production,Production Occupations,0.0,0.18601190476190477,0.8504464285714286,0.93,0.4,0.4886116071428571,Medium
51-9194,Etchers and Engravers,Production,Production Occupations,0.0,0.17113095238095238,0.8244047619047619,0.98,0.4,0.4921011904761905,Medium
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",Production,Production Occupations,0.0,0.20535714285714285,0.5126488095238095,-0.01,0.4,0.21616220238095238,Low
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",Production,Production Occupations,0.0,0.3288690476190476,0.3839285714285714,0.67,0.4,0.3199821428571429,Low
51-9197,Tire Builders,Production,Production Occupations,0.0,0.47172619047619047,0.7135416666666667,0.94,0.4,0.45638541666666665,Medium
51-9198,Helpers--Production Workers,Production,Production Occupations,0.0393,0.09672619047619048,0.09375,0.66,0.4,0.26115750000000004,Low
53-2011,"Airline Pilots, Copilots, and Flight Engineers",Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.9880952380952381,0.38988095238095233,0.18,0.8,0.16347023809523809,Low
53-2012,Commercial Pilots,Transportation and Material Moving,Transportation and Material Moving Occupations,0.0,0.8601190476190477,0.5461309523809523,0.55,0.6,0.30653273809523807,Low
